secCode,年度,ESGスコア
2217,2023,4.66
2217,2024,3.27
2217,2025,2.59
2220,2021,2.78
2220,2022,1.25
2220,2023,4.88
2220,2024,2.24
2220,2025,1.76
2221,2021,2.14
2221,2022,4.86
2221,2023,1.38
2221,2024,4.47
2221,2025,3.83
2222,2021,4.32
2222,2022,4.9
2222,2023,4.37
2222,2024,4.77
2222,2025,1.51
2224,2021,4.18
2224,2022,3.18
2224,2023,3.17
2224,2024,4.6
2224,2025,4.89
2226,2021,3.82
2226,2022,2.93
2226,2023,2.83
2226,2024,2.55
2226,2025,2.45
2229,2021,2.57
2229,2022,1.36
2229,2023,1.31
2229,2024,4.12
2229,2025,2.78
222A,2021,4.72
222A,2022,3.45
222A,2023,1.14
222A,2024,1.63
222A,2025,1.82
2264,2021,4.9
2264,2022,1.87
2264,2023,3.06
2264,2024,4.74
2264,2025,4.91
2266,2021,1.95
2266,2022,1.2
2266,2023,1.61
2266,2024,1.25
2266,2025,1.78
2267,2021,3.27
2267,2022,4.65
2267,2023,3.15
2267,2024,3.5
2267,2025,1.81
2268,2021,4.2
2268,2022,3.47
2268,2023,4.46
2268,2024,4.8
2268,2025,2.39
2269,2021,1.36
2269,2022,1.9
2269,2023,2.75
2269,2024,4.78
2269,2025,2.51
226A,2021,4.08
226A,2022,3.16
226A,2023,1.73
226A,2024,2.28
226A,2025,3.61
2270,2021,3.69
2270,2022,2.74
2270,2023,1.91
2270,2024,3.89
2270,2025,1.68
227A,2021,4.75
227A,2022,1.75
227A,2023,1.43
227A,2024,2.99
227A,2025,3.08
2281,2021,3.03
2281,2022,2.75
2281,2023,4.98
2281,2024,2.95
2281,2025,2.91
2282,2021,2.69
2282,2022,1.27
2282,2023,3.37
2282,2024,1.91
2282,2025,3.55
2286,2021,1.2
2286,2022,4.93
2286,2023,2.88
2286,2024,4.59
2286,2025,2.9
2288,2021,1.24
2288,2022,4.29
2288,2023,3.59
2288,2024,4.13
2288,2025,2.71
228A,2021,3.55
228A,2022,4.42
228A,2023,3.52
228A,2024,2.39
228A,2025,3.65
2291,2021,3.69
2291,2022,4.84
2291,2023,2.48
2291,2024,2.7
2291,2025,4.25
2292,2021,3.02
2292,2022,3.95
2292,2023,2.84
2292,2024,1.86
2292,2025,3.98
2293,2021,1.52
2293,2022,1.79
2293,2023,3.51
2293,2024,3.99
2293,2025,4.58
2294,2021,2.09
2294,2022,1.44
2294,2023,4.82
2294,2024,1.62
2294,2025,1.79
2296,2021,2.17
2296,2022,3.12
2296,2023,4.53
2296,2024,4.04
2296,2025,3.83
229A,2021,1.7
229A,2022,2.43
229A,2023,2.91
229A,2024,1.59
229A,2025,2.09
2300,2021,2.23
2300,2022,1.51
2300,2023,3.2
2300,2024,3.82
2300,2025,1.28
2301,2021,2.92
2301,2022,4.13
2301,2023,3.99
2301,2024,4.26
2301,2025,2.79
2303,2021,4.28
2303,2022,1.96
2303,2023,2.44
2303,2024,1.71
2303,2025,2.87
2304,2021,2.57
2304,2022,1.96
2304,2023,4.01
2304,2024,2.26
2304,2025,2.09
2305,2021,1.52
2305,2022,2.76
2305,2023,2.21
2305,2024,2.48
2305,2025,1.94
2307,2021,4.05
2307,2022,4.72
2307,2023,2.99
2307,2024,3.57
2307,2025,4.47
2311,2021,5.0
2311,2022,3.45
2311,2023,4.56
2311,2024,4.63
2311,2025,4.17
2315,2021,2.84
2315,2022,1.32
2315,2023,1.06
2315,2024,2.91
2315,2025,2.98
2317,2021,2.63
2317,2022,3.27
2317,2023,3.21
2317,2024,4.35
2317,2025,1.43
2321,2021,1.9
2321,2022,4.17
2321,2023,4.39
2321,2024,4.98
2321,2025,4.49
2323,2021,4.56
2323,2022,2.26
2323,2023,2.61
2323,2024,2.07
2323,2025,3.43
2325,2021,4.76
2325,2022,2.38
2325,2023,3.23
2325,2024,2.19
2325,2025,1.68
2326,2021,1.78
2326,2022,1.23
2326,2023,4.8
2326,2024,2.61
2326,2025,4.34
2327,2021,3.73
2327,2022,1.77
2327,2023,1.7
2327,2024,4.25
2327,2025,2.06
2329,2021,4.65
2329,2022,1.56
2329,2023,3.71
2329,2024,4.26
2329,2025,1.94
2330,2021,2.1
2330,2022,4.86
2330,2023,2.06
2330,2024,2.72
2330,2025,2.73
2331,2021,2.01
2331,2022,4.1
2331,2023,4.09
2331,2024,2.51
2331,2025,4.34
2332,2021,1.85
2332,2022,1.02
2332,2023,3.28
2332,2024,4.98
2332,2025,1.15
2334,2021,1.83
2334,2022,3.08
2334,2023,4.24
2334,2024,1.36
2334,2025,2.58
2335,2021,3.99
2335,2022,2.49
2335,2023,1.76
2335,2024,1.78
2335,2025,2.64
2337,2021,2.92
2337,2022,4.45
2337,2023,3.57
2337,2024,3.76
2337,2025,4.93
2338,2021,2.65
2338,2022,2.61
2338,2023,4.69
2338,2024,1.98
2338,2025,3.92
2340,2021,4.02
2340,2022,1.39
2340,2023,2.87
2340,2024,1.8
2340,2025,1.74
2341,2021,2.86
2341,2022,2.16
2341,2023,4.18
2341,2024,4.63
2341,2025,4.21
2342,2021,2.06
2342,2022,2.1
2342,2023,2.02
2342,2024,1.54
2342,2025,4.78
2345,2021,2.61
2345,2022,1.9
2345,2023,4.39
2345,2024,2.6
2345,2025,1.14
2349,2021,1.65
2349,2022,3.56
2349,2023,4.13
2349,2024,1.84
2349,2025,4.67
2351,2021,4.4
2351,2022,4.39
2351,2023,1.91
2351,2024,1.2
2351,2025,4.47
2353,2021,2.22
2353,2022,3.48
2353,2023,4.04
2353,2024,1.51
2353,2025,4.12
2354,2021,4.75
2354,2022,3.91
2354,2023,2.76
2354,2024,4.51
2354,2025,3.11
2359,2021,3.98
2359,2022,4.28
2359,2023,4.0
2359,2024,2.15
2359,2025,1.47
2370,2021,1.95
2370,2022,3.01
2370,2023,3.02
2370,2024,3.33
2370,2025,2.58
2371,2021,4.15
2371,2022,4.65
2371,2023,1.99
2371,2024,3.95
2371,2025,3.71
2373,2021,3.09
2373,2022,1.75
2373,2023,4.18
2373,2024,4.84
2373,2025,3.89
2375,2021,4.67
2375,2022,4.94
2375,2023,2.41
2375,2024,3.55
2375,2025,2.9
2376,2021,4.95
2376,2022,1.38
2376,2023,2.65
2376,2024,4.5
2376,2025,2.14
2378,2021,4.15
2378,2022,2.53
2378,2023,4.92
2378,2024,4.53
2378,2025,2.21
2379,2021,4.08
2379,2022,2.35
2379,2023,3.43
2379,2024,3.63
2379,2025,4.32
2384,2021,1.1
2384,2022,1.88
2384,2023,3.85
2384,2024,3.25
2384,2025,2.98
2385,2021,1.22
2385,2022,2.39
2385,2023,4.46
2385,2024,1.12
2385,2025,2.59
2388,2021,4.78
2388,2022,1.2
2388,2023,4.0
2388,2024,2.03
2388,2025,4.47
2391,2021,3.98
2391,2022,4.54
2391,2023,1.86
2391,2024,3.13
2391,2025,4.12
2393,2021,1.98
2393,2022,1.92
2393,2023,1.11
2393,2024,4.83
2393,2025,3.84
2395,2021,3.54
2395,2022,3.98
2395,2023,3.13
2395,2024,2.9
2395,2025,2.8
239A,2021,3.56
239A,2022,1.81
239A,2023,4.55
239A,2024,4.25
239A,2025,2.4
2404,2021,3.31
2404,2022,1.56
2404,2023,4.89
2404,2024,4.61
2404,2025,4.69
2408,2021,2.33
2408,2022,1.68
2408,2023,1.85
2408,2024,1.36
2408,2025,1.48
2410,2021,1.29
2410,2022,4.96
2410,2023,1.3
2410,2024,1.53
2410,2025,4.31
2411,2021,3.32
2411,2022,4.1
2411,2023,3.52
2411,2024,4.53
2411,2025,3.55
2413,2021,3.09
2413,2022,3.85
2413,2023,2.79
2413,2024,2.38
2413,2025,2.87
2415,2021,1.68
2415,2022,4.19
2415,2023,2.04
2415,2024,1.61
2415,2025,1.99
2418,2021,4.37
2418,2022,2.32
2418,2023,3.74
2418,2024,4.43
2418,2025,1.31
241A,2021,4.06
241A,2022,2.23
241A,2023,1.87
241A,2024,3.76
241A,2025,4.64
2424,2021,2.18
2424,2022,3.28
2424,2023,2.16
2424,2024,3.22
2424,2025,3.49
2425,2021,3.44
2425,2022,3.49
2425,2023,1.54
2425,2024,3.77
2425,2025,3.7
2428,2021,3.73
2428,2022,1.3
2428,2023,2.79
2428,2024,2.64
2428,2025,1.35
2429,2021,1.89
2429,2022,2.76
2429,2023,3.97
2429,2024,1.95
2429,2025,4.32
2432,2021,3.18
2432,2022,4.04
2432,2023,2.89
2432,2024,3.0
2432,2025,3.48
2433,2021,4.71
2433,2022,2.97
2433,2023,3.11
2433,2024,3.41
2433,2025,3.95
2435,2021,1.29
2435,2022,3.06
2435,2023,2.93
2435,2024,4.69
2435,2025,2.97
2436,2021,2.87
2436,2022,4.85
2436,2023,2.8
2436,2024,1.72
2436,2025,1.87
2437,2021,1.38
2437,2022,1.0
2437,2023,2.73
2437,2024,4.08
2437,2025,3.93
2438,2021,1.13
2438,2022,3.28
2438,2023,1.62
2438,2024,4.76
2438,2025,1.67
243A,2021,3.51
243A,2022,2.3
243A,2023,3.57
243A,2024,2.65
243A,2025,4.04
2440,2021,1.92
2440,2022,4.62
2440,2023,3.0
2440,2024,4.02
2440,2025,4.4
2445,2021,5.0
2445,2022,1.9
2445,2023,2.15
2445,2024,2.0
2445,2025,2.05
2449,2021,3.33
2449,2022,4.97
2449,2023,4.96
2449,2024,3.11
2449,2025,3.56
244A,2021,4.44
244A,2022,4.73
244A,2023,1.82
244A,2024,3.11
244A,2025,4.33
2452,2021,2.21
2452,2022,2.76
2452,2023,4.94
2452,2024,4.94
2452,2025,4.62
2454,2021,4.19
2454,2022,2.08
2454,2023,2.28
2454,2024,3.19
2454,2025,3.24
2459,2021,3.02
2459,2022,3.55
2459,2023,2.63
2459,2024,4.0
2459,2025,2.33
245A,2021,2.32
245A,2022,1.51
245A,2023,1.75
245A,2024,4.4
245A,2025,2.79
2461,2021,1.91
2461,2022,4.04
2461,2023,3.22
2461,2024,1.08
2461,2025,2.27
2462,2021,1.71
2462,2022,3.62
2462,2023,2.1
2462,2024,1.26
2462,2025,1.22
2464,2021,3.33
2464,2022,1.09
2464,2023,4.4
2464,2024,1.62
2464,2025,3.43
2469,2021,2.78
2469,2022,2.77
2469,2023,1.29
2469,2024,4.21
2469,2025,4.57
246A,2021,1.04
246A,2022,1.71
246A,2023,4.62
246A,2024,3.2
246A,2025,1.6
2471,2021,1.81
2471,2022,3.64
2471,2023,3.9
2471,2024,3.4
2471,2025,4.81
2475,2021,2.98
2475,2022,2.2
2475,2023,2.91
2475,2024,2.44
2475,2025,1.9
2477,2021,1.18
2477,2022,2.41
2477,2023,3.85
2477,2024,1.07
2477,2025,2.76
2479,2021,3.58
2479,2022,3.44
2479,2023,4.11
2479,2024,4.24
2479,2025,3.85
247A,2021,1.41
247A,2022,2.9
247A,2023,3.41
247A,2024,1.98
247A,2025,1.17
2480,2021,1.89
2480,2022,2.82
2480,2023,2.66
2480,2024,1.71
2480,2025,4.3
2481,2021,4.7
2481,2022,1.81
2481,2023,4.72
2481,2024,1.07
2481,2025,4.7
2483,2021,4.81
2483,2022,1.05
2483,2023,4.05
2483,2024,4.88
2483,2025,4.62
2484,2021,4.88
2484,2022,3.2
2484,2023,1.31
2484,2024,4.4
2484,2025,3.46
2485,2021,3.46
2485,2022,2.67
2485,2023,3.29
2485,2024,1.61
2485,2025,3.96
2488,2021,1.3
2488,2022,3.92
2488,2023,4.4
2488,2024,2.89
2488,2025,3.04
2489,2021,2.25
2489,2022,4.88
2489,2023,3.93
2489,2024,2.48
2489,2025,1.7
248A,2021,1.88
248A,2022,2.86
248A,2023,4.77
248A,2024,3.94
248A,2025,1.86
2491,2021,4.44
2491,2022,2.51
2491,2023,4.41
2491,2024,1.97
2491,2025,3.47
2492,2021,4.71
2492,2022,2.03
2492,2023,3.77
2492,2024,4.95
2492,2025,1.6
2493,2021,1.35
2493,2022,3.7
2493,2023,2.36
2493,2024,1.28
2493,2025,2.9
2497,2021,4.02
2497,2022,2.14
2497,2023,2.34
2497,2024,4.38
2497,2025,3.08
2498,2021,4.37
2498,2022,2.79
2498,2023,4.81
2498,2024,3.6
2498,2025,1.46
2499,2021,4.54
2499,2022,2.96
2499,2023,1.57
2499,2024,1.61
2499,2025,3.75
249A,2021,1.19
249A,2022,2.15
249A,2023,1.56
249A,2024,2.76
249A,2025,2.66
2501,2021,3.09
2501,2022,2.12
2501,2023,1.13
2501,2024,3.46
2501,2025,2.49
2502,2021,3.61
2502,2022,1.43
2502,2023,1.06
2502,2024,1.99
2502,2025,2.83
2503,2021,2.58
2503,2022,4.24
2503,2023,2.51
2503,2024,3.12
2503,2025,3.37
250A,2021,1.09
250A,2022,3.06
250A,2023,2.38
250A,2024,2.69
250A,2025,1.4
251A,2021,4.13
251A,2022,4.77
251A,2023,1.09
251A,2024,3.41
251A,2025,4.06
252A,2021,2.14
252A,2022,4.15
252A,2023,3.53
252A,2024,4.72
252A,2025,4.92
2531,2021,1.17
2531,2022,2.78
2531,2023,3.19
2531,2024,1.59
2531,2025,2.35
2533,2021,4.95
2533,2022,1.06
2533,2023,2.81
2533,2024,4.37
2533,2025,2.3
253A,2021,2.92
253A,2022,4.91
253A,2023,2.9
253A,2024,1.52
253A,2025,1.21
2540,2021,4.78
2540,2022,2.06
2540,2023,3.02
2540,2024,1.36
2540,2025,2.69
254A,2021,4.72
254A,2022,3.01
254A,2023,4.88
254A,2024,2.04
254A,2025,3.02
255A,2021,4.44
255A,2022,2.79
255A,2023,2.12
255A,2024,4.42
255A,2025,2.56
256A,2021,3.12
256A,2022,4.91
256A,2023,1.75
256A,2024,2.21
256A,2025,1.12
2573,2021,2.57
2573,2022,1.8
2573,2023,3.72
2573,2024,1.73
2573,2025,3.7
2579,2021,2.05
2579,2022,2.42
2579,2023,2.4
2579,2024,3.87
2579,2025,2.87
2585,2021,2.45
2585,2022,4.41
2585,2023,3.29
2585,2024,1.86
2585,2025,4.6
2586,2021,2.37
2586,2022,1.16
2586,2023,2.98
2586,2024,1.5
2586,2025,1.95
2587,2021,3.99
2587,2022,1.52
2587,2023,4.23
2587,2024,4.75
2587,2025,3.43
2588,2021,3.84
2588,2022,3.85
2588,2023,4.97
2588,2024,2.37
2588,2025,1.65
2590,2021,3.08
2590,2022,3.13
2590,2023,1.71
2590,2024,3.45
2590,2025,1.06
2593,2021,4.71
2593,2022,2.06
2593,2023,1.16
2593,2024,1.43
2593,2025,1.96
25935,2021,2.1
25935,2022,1.13
25935,2023,2.12
25935,2024,1.77
25935,2025,2.51
2594,2021,2.54
2594,2022,2.36
2594,2023,2.31
2594,2024,1.36
2594,2025,1.1
2597,2021,1.81
2597,2022,4.03
2597,2023,4.96
2597,2024,4.71
2597,2025,3.02
2602,2021,3.13
2602,2022,2.26
2602,2023,4.1
2602,2024,4.06
2602,2025,4.38
2607,2021,4.58
2607,2022,2.74
2607,2023,4.07
2607,2024,4.23
2607,2025,2.23
2612,2021,4.72
2612,2022,1.38
2612,2023,4.98
2612,2024,4.08
2612,2025,1.37
2613,2021,3.62
2613,2022,1.14
2613,2023,4.08
2613,2024,4.2
2613,2025,3.41
261A,2021,4.43
261A,2022,1.39
261A,2023,2.1
261A,2024,2.66
261A,2025,1.17
262A,2021,2.79
262A,2022,2.06
262A,2023,2.57
262A,2024,2.7
262A,2025,4.52
263A,2021,2.08
263A,2022,4.57
263A,2023,2.7
263A,2024,2.31
263A,2025,3.01
264A,2021,2.67
264A,2022,2.03
264A,2023,3.01
264A,2024,1.61
264A,2025,2.41
2652,2021,3.26
2652,2022,2.65
2652,2023,4.3
2652,2024,2.03
2652,2025,4.88
2653,2021,4.14
2653,2022,4.87
2653,2023,4.35
2653,2024,1.57
2653,2025,3.11
2654,2021,1.68
2654,2022,4.27
2654,2023,3.34
2654,2024,2.05
2654,2025,4.72
2656,2021,1.46
2656,2022,3.26
2656,2023,3.88
2656,2024,1.24
2656,2025,3.39
2659,2021,4.26
2659,2022,1.27
2659,2023,3.05
2659,2024,2.03
2659,2025,3.65
265A,2021,1.47
265A,2022,4.75
265A,2023,4.58
265A,2024,1.74
265A,2025,2.29
2664,2021,3.35
2664,2022,3.87
2664,2023,2.77
2664,2024,1.63
2664,2025,1.42
2666,2021,5.0
2666,2022,2.82
2666,2023,4.49
2666,2024,2.93
2666,2025,4.69
2667,2021,1.35
2667,2022,1.46
2667,2023,4.72
2667,2024,4.79
2667,2025,2.26
2668,2021,2.42
2668,2022,2.81
2668,2023,2.66
2668,2024,1.76
2668,2025,4.59
2669,2021,2.01
2669,2022,3.82
2669,2023,1.27
2669,2024,1.16
2669,2025,3.61
266A,2021,2.36
266A,2022,3.62
266A,2023,1.38
266A,2024,4.8
266A,2025,3.99
2670,2021,4.51
2670,2022,1.55
2670,2023,2.28
2670,2024,2.47
2670,2025,3.15
2673,2021,2.19
2673,2022,1.24
2673,2023,2.48
2673,2024,2.02
2673,2025,2.54
2674,2021,1.79
2674,2022,2.05
2674,2023,3.51
2674,2024,2.55
2674,2025,2.38
2676,2021,3.14
2676,2022,4.09
2676,2023,2.52
2676,2024,3.35
2676,2025,4.86
2678,2021,3.09
2678,2022,4.64
2678,2023,4.17
2678,2024,1.23
2678,2025,2.72
267A,2021,3.79
267A,2022,4.95
267A,2023,2.83
267A,2024,1.37
267A,2025,3.25
2681,2021,1.51
2681,2022,4.01
2681,2023,3.03
2681,2024,3.89
2681,2025,4.48
2683,2021,3.52
2683,2022,3.45
2683,2023,4.02
2683,2024,4.37
2683,2025,4.48
2685,2021,1.15
2685,2022,3.22
2685,2023,1.87
2685,2024,4.44
2685,2025,3.59
2686,2021,2.68
2686,2022,1.75
2686,2023,2.36
2686,2024,3.82
2686,2025,1.82
2687,2021,1.37
2687,2022,4.55
2687,2023,4.06
2687,2024,1.8
2687,2025,2.17
2689,2021,4.89
2689,2022,3.83
2689,2023,3.44
2689,2024,2.23
2689,2025,2.2
268A,2021,1.16
268A,2022,3.91
268A,2023,1.17
268A,2024,1.02
268A,2025,3.92
2693,2021,4.8
2693,2022,4.03
2693,2023,2.89
2693,2024,2.94
2693,2025,2.74
2694,2021,2.3
2694,2022,3.09
2694,2023,2.72
2694,2024,3.39
2694,2025,4.59
2695,2021,4.98
2695,2022,1.31
2695,2023,2.54
2695,2024,1.72
2695,2025,2.41
2698,2021,2.15
2698,2022,1.7
2698,2023,4.06
2698,2024,2.99
2698,2025,4.68
269A,2021,1.13
269A,2022,1.27
269A,2023,2.61
269A,2024,1.32
269A,2025,2.05
2700,2021,4.94
2700,2022,1.84
2700,2023,1.79
2700,2024,3.29
2700,2025,2.99
2702,2021,3.32
2702,2022,2.51
2702,2023,4.31
2702,2024,1.55
2702,2025,2.71
2705,2021,3.76
2705,2022,4.47
2705,2023,2.48
2705,2024,3.27
2705,2025,1.28
2708,2021,1.68
2708,2022,1.28
2708,2023,3.91
2708,2024,2.15
2708,2025,3.89
271A,2021,1.27
271A,2022,4.45
271A,2023,4.34
271A,2024,1.36
271A,2025,1.1
2721,2021,1.23
2721,2022,4.41
2721,2023,1.94
2721,2024,3.19
2721,2025,2.7
2722,2021,4.18
2722,2022,2.96
2722,2023,3.0
2722,2024,4.96
2722,2025,1.6
2726,2021,4.32
2726,2022,1.21
2726,2023,2.91
2726,2024,4.55
2726,2025,3.66
2730,2021,3.74
2730,2022,2.05
2730,2023,2.67
2730,2024,2.47
2730,2025,3.09
2733,2021,2.85
2733,2022,2.31
2733,2023,2.22
2733,2024,2.0
2733,2025,2.46
2734,2021,1.6
2734,2022,4.49
2734,2023,3.41
2734,2024,1.54
2734,2025,3.78
2735,2021,4.39
2735,2022,1.95
2735,2023,1.6
2735,2024,1.03
2735,2025,1.19
2736,2021,4.05
2736,2022,4.95
2736,2023,1.18
2736,2024,3.99
2736,2025,1.29
2737,2021,3.37
2737,2022,4.02
2737,2023,2.44
2737,2024,1.04
2737,2025,3.38
2742,2021,4.96
2742,2022,2.03
2742,2023,1.76
2742,2024,1.5
2742,2025,3.22
2747,2021,3.39
2747,2022,4.17
2747,2023,4.01
2747,2024,4.57
2747,2025,4.22
2749,2021,1.99
2749,2022,3.22
2749,2023,2.19
2749,2024,2.32
2749,2025,4.73
274A,2021,3.73
274A,2022,4.9
274A,2023,2.67
274A,2024,3.15
274A,2025,2.95
2750,2021,1.43
2750,2022,1.95
2750,2023,3.11
2750,2024,1.27
2750,2025,4.73
2751,2021,1.5
2751,2022,1.79
2751,2023,4.06
2751,2024,1.39
2751,2025,4.6
2752,2021,3.9
2752,2022,1.27
2752,2023,3.77
2752,2024,3.53
2752,2025,4.03
2753,2021,4.31
2753,2022,3.87
2753,2023,3.34
2753,2024,2.29
2753,2025,3.79
2760,2021,4.83
2760,2022,3.35
2760,2023,3.66
2760,2024,2.75
2760,2025,4.02
2762,2021,4.99
2762,2022,1.64
2762,2023,1.81
2762,2024,3.16
2762,2025,2.93
2763,2021,3.29
2763,2022,1.2
2763,2023,2.62
2763,2024,3.33
2763,2025,3.34
2764,2021,3.63
2764,2022,3.88
2764,2023,3.57
2764,2024,4.16
2764,2025,3.5
2767,2021,3.15
2767,2022,3.42
2767,2023,1.4
2767,2024,2.09
2767,2025,3.11
2768,2021,4.49
2768,2022,3.72
2768,2023,1.36
2768,2024,3.37
2768,2025,1.89
2769,2021,3.94
2769,2022,4.31
2769,2023,3.37
2769,2024,3.37
2769,2025,2.35
276A,2021,2.79
276A,2022,4.46
276A,2023,3.89
276A,2024,3.08
276A,2025,2.47
2776,2021,1.2
2776,2022,1.57
2776,2023,1.77
2776,2024,2.49
2776,2025,4.78
2778,2021,3.02
2778,2022,1.94
2778,2023,1.42
2778,2024,2.35
2778,2025,4.26
277A,2021,2.53
277A,2022,4.09
277A,2023,4.21
277A,2024,1.44
277A,2025,3.43
2780,2021,4.84
2780,2022,2.61
2780,2023,1.2
2780,2024,4.69
2780,2025,4.53
2782,2021,3.09
2782,2022,3.21
2782,2023,1.85
2782,2024,4.28
2782,2025,2.99
2784,2021,1.14
2784,2022,3.73
2784,2023,4.8
2784,2024,4.32
2784,2025,2.11
2788,2021,1.21
2788,2022,4.76
2788,2023,4.75
2788,2024,3.13
2788,2025,3.57
2789,2021,2.85
2789,2022,2.68
2789,2023,1.48
2789,2024,1.39
2789,2025,1.93
278A,2021,4.35
278A,2022,1.58
278A,2023,1.91
278A,2024,3.19
278A,2025,1.86
2790,2021,1.65
2790,2022,3.25
2790,2023,2.47
2790,2024,3.5
2790,2025,4.65
2791,2021,1.6
2791,2022,4.65
2791,2023,4.61
2791,2024,4.32
2791,2025,3.53
2792,2021,3.48
2792,2022,3.56
2792,2023,3.76
2792,2024,1.07
2792,2025,4.83
2795,2021,3.34
2795,2022,4.13
2795,2023,2.51
2795,2024,1.05
2795,2025,3.04
2796,2021,3.03
2796,2022,2.75
2796,2023,2.36
2796,2024,2.0
2796,2025,3.11
2798,2021,2.5
2798,2022,4.88
2798,2023,1.69
2798,2024,2.28
2798,2025,2.18
279A,2021,3.17
279A,2022,3.0
279A,2023,3.57
279A,2024,4.8
279A,2025,2.14
2801,2021,3.77
2801,2022,1.1
2801,2023,2.05
2801,2024,2.85
2801,2025,1.12
2802,2021,3.47
2802,2022,3.71
2802,2023,3.99
2802,2024,3.07
2802,2025,3.42
2804,2021,2.58
2804,2022,1.17
2804,2023,1.4
2804,2024,3.62
2804,2025,4.98
2805,2021,1.06
2805,2022,3.23
2805,2023,4.0
2805,2024,4.31
2805,2025,3.18
2806,2021,3.48
2806,2022,3.79
2806,2023,4.44
2806,2024,1.49
2806,2025,4.7
2809,2021,1.1
2809,2022,4.34
2809,2023,1.31
2809,2024,1.78
2809,2025,1.02
280A,2021,2.78
280A,2022,2.34
280A,2023,1.66
280A,2024,2.8
280A,2025,2.61
2810,2021,4.07
2810,2022,4.57
2810,2023,3.61
2810,2024,1.5
2810,2025,2.18
2811,2021,4.65
2811,2022,1.35
2811,2023,2.63
2811,2024,4.77
2811,2025,4.8
2813,2021,2.64
2813,2022,3.67
2813,2023,2.83
2813,2024,4.01
2813,2025,1.13
2814,2021,1.58
2814,2022,3.46
2814,2023,1.93
2814,2024,3.66
2814,2025,2.4
2815,2021,4.55
2815,2022,4.28
2815,2023,2.97
2815,2024,4.09
2815,2025,2.08
2816,2021,2.98
2816,2022,1.79
2816,2023,4.44
2816,2024,4.29
2816,2025,4.61
2818,2021,4.51
2818,2022,4.84
2818,2023,1.91
2818,2024,4.73
2818,2025,3.28
2819,2021,2.69
2819,2022,3.24
2819,2023,2.37
2819,2024,2.15
2819,2025,1.97
281A,2021,1.33
281A,2022,2.99
281A,2023,4.55
281A,2024,3.52
281A,2025,3.08
2820,2021,2.71
2820,2022,2.86
2820,2023,1.84
2820,2024,4.29
2820,2025,1.79
2831,2021,3.87
2831,2022,4.04
2831,2023,3.3
2831,2024,4.45
2831,2025,2.16
284A,2021,4.53
284A,2022,3.92
284A,2023,4.19
284A,2024,3.66
284A,2025,4.39
285A,2021,4.97
285A,2022,2.68
285A,2023,4.26
285A,2024,3.98
285A,2025,2.81
286A,2021,4.71
286A,2022,2.58
286A,2023,3.26
286A,2024,1.42
286A,2025,1.9
2871,2021,4.36
2871,2022,2.59
2871,2023,2.58
2871,2024,1.98
2871,2025,2.97
2872,2021,4.22
2872,2022,4.58
2872,2023,1.28
2872,2024,3.3
2872,2025,2.87
2874,2021,3.46
2874,2022,2.79
2874,2023,2.59
2874,2024,2.89
2874,2025,3.33
2875,2021,3.0
2875,2022,2.89
2875,2023,4.27
2875,2024,3.98
2875,2025,2.37
2876,2021,4.2
2876,2022,4.41
2876,2023,1.61
2876,2024,3.33
2876,2025,2.14
2877,2021,3.96
2877,2022,1.96
2877,2023,3.69
2877,2024,2.02
2877,2025,3.04
287A,2021,4.79
287A,2022,2.53
287A,2023,4.5
287A,2024,4.95
287A,2025,4.5
2882,2021,1.66
2882,2022,4.28
2882,2023,1.13
2882,2024,2.57
2882,2025,4.48
2883,2021,3.76
2883,2022,3.13
2883,2023,2.55
2883,2024,4.25
2883,2025,3.84
2884,2021,2.87
2884,2022,4.57
2884,2023,1.92
2884,2024,1.68
2884,2025,3.57
288A,2021,4.89
288A,2022,1.99
288A,2023,2.0
288A,2024,1.56
288A,2025,4.44
2892,2021,1.91
2892,2022,3.01
2892,2023,4.96
2892,2024,1.05
2892,2025,3.23
2894,2021,3.05
2894,2022,4.23
2894,2023,2.42
2894,2024,2.64
2894,2025,1.67
2897,2021,3.96
2897,2022,4.14
2897,2023,1.55
2897,2024,2.57
2897,2025,4.57
2901,2021,1.01
2901,2022,2.2
2901,2023,3.22
2901,2024,2.34
2901,2025,2.09
2903,2021,2.84
2903,2022,1.73
2903,2023,3.12
2903,2024,3.83
2903,2025,3.3
2904,2021,1.37
2904,2022,4.38
2904,2023,1.7
2904,2024,4.06
2904,2025,2.44
2907,2021,4.13
2907,2022,1.83
2907,2023,1.75
2907,2024,2.99
2907,2025,1.13
2908,2021,1.9
2908,2022,3.9
2908,2023,4.35
2908,2024,1.32
2908,2025,4.53
290A,2021,4.19
290A,2022,4.48
290A,2023,3.79
290A,2024,3.7
290A,2025,3.1
2910,2021,3.61
2910,2022,4.68
2910,2023,1.4
2910,2024,2.26
2910,2025,1.29
2911,2021,4.78
2911,2022,2.78
2911,2023,3.7
2911,2024,4.36
2911,2025,4.96
2914,2021,1.65
2914,2022,4.2
2914,2023,4.55
2914,2024,1.2
2914,2025,4.02
2915,2021,2.42
2915,2022,3.59
2915,2023,3.06
2915,2024,2.04
2915,2025,1.54
2916,2021,1.47
2916,2022,1.41
2916,2023,3.55
2916,2024,2.41
2916,2025,1.87
2917,2021,3.77
2917,2022,3.75
2917,2023,3.16
2917,2024,4.74
2917,2025,2.54
2918,2021,4.34
2918,2022,1.3
2918,2023,3.96
2918,2024,4.95
2918,2025,4.39
